Unnamed: 0,rating,reviews,amenities,house_rules,price,country,bathrooms,beds,guests,toilets,bedrooms,studios,checkin_final,checkout_final
2302,4.823606557377049,1,"Kitchen,Wifi,Free parking on premises,Pets allowed,TV,Washing machine,Dryer,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: Flexible,Check out: 12:00 pm,Pets are allowed,󱤇,Smoking is allowed,Show more,Show more,",3299, India,1,2,1,0,1,0,Flexible,12.0
2303,4.823606557377049,0,"Kitchen,Wifi,Dedicated workspace,Free parking on premises,TV,Air conditioning,Cot,Hair dryer,Breakfast,Smoking allowed","Check-in: After 12:00 pm,Self check-in with building staff,󱤇,Smoking is allowed",36518, India,3,3,6,0,3,0,12,
2304,4.823606557377049,0,"Lake access,Free parking on premises,TV,Air conditioning,Breakfast,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 3:00 pm,Self check-in with building staff,No pets,󱤇,Smoking is allowed",17118, India,1,1,2,0,1,0,15,
2305,4.92,13,"Garden view,Lake view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Private hot tub,TV,EV charger,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: After 10:00 am,Check out: 12:00 pm,No pets,󱤇,Smoking is allowed",2287, India,3,2,4,0,2,0,10,12.0
2306,4.79,57,"Mountain view,Valley view,Beach access – Beachfront,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pool,Pets allowed,Unavailable: Smoke alarmSmoke alarm","Check-in: 12:00 pm - 2:00 pm,Self check-in with lockbox,Pets are allowed,󱤇,Smoking is allowed",1369, India,4,3,2,0,3,0,12,
2307,4.73,56,"Bay view,Waterfront,Kitchen,Wifi,Free carport on premises,TV,EV charger,Washing machine,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 1:00 pm,Check out: 12:00 pm,No pets,󱤇,Smoking is allowed",2446, India,3,9,9,0,3,0,13,12.0
2308,4.81,75,"Canal view,Lake view,Waterfront,Wifi,Dedicated workspace,Private hot tub,TV,Washing machine,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 12:00 pm,Check out: 10:00 am,Self check-in with building staff,No pets,No parties or events,󱤇,Smoking is allowed,Show more,Show more,",3424, India,3,5,7,0,3,0,12,10.0
2309,4.67,21,"Garden view,Mountain view,Lake access,Kitchen,Wifi,Free parking on premises,TV,Washing machine,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: Flexible,Check out: 12:00 pm,No smoking,No pets",5706, India,2,4,4,0,2,0,Flexible,12.0
2310,4.823606557377049,0,"Lake view,River view,Free parking on premises,Air conditioning,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",Not Available,10271, India,2,2,10,0,2,0,,
2311,4.823606557377049,0,"Kitchen,Wifi,Dedicated workspace,Free parking on premises,TV,Dryer,Air conditioning,Indoor fireplace,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: 2:00 pm - 11:00 pm,No smoking,No pets",11000, India,1,0,2,0,1,0,14,
2312,4.75,36,"Lake view,Kitchen,Wifi,Free parking on premises,Pets allowed,TV,Air conditioning,Patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 12:00 pm,Check out: 9:00 am,No parties or events,Pets are allowed,󱤇,Smoking is allowed,Show more,Show more,",10753, India,2,4,4,0,2,0,12,9.0
2313,4.78,37,"Waterfront,Kitchen,Wifi,Hot tub,TV with standard cable/satellite,Bath,Patio or balcony,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: Flexible,Check out: 12:00 pm,Self check-in with building staff,No parties or events,󱤇,Smoking is allowed",1083, India,1,1,2,0,1,0,Flexible,12.0
2314,4.75,4,"Lake view,Mountain view,Waterfront,Kitchen,Fast wifi – 54 Mbps,Dedicated workspace,Free parking on premises,Private pool,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 12:00 pm,Check out: 12:00 pm,Self check-in with lockbox,No smoking,No pets,No parties or events,Show more,Show more,",3424, India,2,3,5,0,2,0,12,12.0
2315,4.6,10,"Free parking on premises,TV,Air conditioning,Breakfast,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 12:00 pm,Check out: 9:00 am",18259, India,1,1,3,0,1,0,12,9.0
2316,4.9,21,"Lake view,Mountain view,Waterfront,Ski-in/Ski-out,Kitchen,Fast wifi – 54 Mbps,Dedicated workspace,Free parking on premises,Private pool,Unavailable: Smoke alarmSmoke alarm","Check-in: After 12:00 pm,Check out: 12:00 pm,Self check-in with lockbox,No smoking,No pets,No parties or events,Show more,Show more,",3039, India,2,3,6,0,2,0,12,12.0
2317,4.823606557377049,1,"Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,HDTV,Dryer,AC – split-type ductless system,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 12:00 pm,Check out: 9:00 am,Pets are allowed,󱤇,Smoking is allowed",10000, India,3,3,9,0,3,0,12,9.0
2318,4.823606557377049,0,"Kitchen,Wifi,Free parking on premises,Private hot tub,Pets allowed,TV,Air conditioning,Refrigerator,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: After 12:00 pm,Check out: 9:00 am,Pets are allowed",5706, India,2,2,2,0,1,0,12,9.0
2319,4.62,21,"Lake view,Mountain view,Waterfront,Kitchen,Wifi,Free on-street parking,Shared pool,Private hot tub – available seasonally, open 24 hours,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 8:00 am,Check out: 12:00 pm,Self check-in with building staff,No pets,󱤇,Smoking is allowed,Show more,Show more,",1232, India,4,3,7,0,3,0,8,12.0
2320,5.0,9,"Waterfront,Wifi,Private hot tub,TV,Shared patio or balcony,Luggage drop-off allowed,Breakfast,Smoking allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 12:00 pm,Check out: 10:00 am,Self check-in with building staff,No pets,No parties or events,󱤇,Smoking is allowed,Show more,Show more,",3424, India,4,5,6,0,3,0,12,10.0
2322,5.0,5,"Kitchen,Wifi,Free parking on premises,Pets allowed,TV,Air conditioning,Breakfast,Smoking allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 12:00 pm,Check out: 9:00 am,No parties or events,Pets are allowed,󱤇,Smoking is allowed,Show more,Show more,",11792, India,2,2,2,0,2,0,12,9.0
2323,4.823606557377049,1,"River view,Wifi,Dedicated workspace,Free parking on premises,TV,Air conditioning,Shared backyard – Fully fenced,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 11:00 am - 5:00 pm,Check out: 9:00 am,No smoking,No pets,Show more,Show more,",22822, India,2,2,6,0,1,0,23,9.0
2324,4.67,3,"Beach access – Beachfront,Wifi,TV with standard cable/satellite,Bath,Patio or balcony,Luggage drop-off allowed,Baby bath,Refrigerator,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 12:00 pm,Check out: 12:00 pm,No smoking,No pets,No parties or events,Show more,Show more,",4565, India,1,1,2,0,1,0,12,12.0
2325,4.823606557377049,0,"Mountain view,River view,Waterfront,Wifi,Bath,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: Flexible,Check out: 12:00 pm,󱤇,Smoking is allowed",1826, India,1,1,3,0,1,0,Flexible,12.0
2326,4.95,22,"Lake access,TV with standard cable/satellite,Air conditioning,Breakfast,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 12:00 pm,Check out: 9:00 am,Self check-in with building staff,No pets,Show more,Show more,",17346, India,2,2,8,0,2,0,12,9.0
2327,4.823606557377049,2,"Waterfront,Kitchen,Free parking on premises,TV with standard cable/satellite,EV charger,Air conditioning,Luggage drop-off allowed,Refrigerator,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 12:00 pm - 8:00 pm,Check out: 9:00 am,Self check-in with building staff,No pets,󱤇,Smoking is allowed",5135, India,1,2,2,0,1,0,12,9.0
2328,4.82,12,"Lake view,Mountain view,Waterfront,Wifi,TV,Washing machine,Bath,Patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 3:00 pm,󱤇,Smoking is allowed,Show more,Show more,",5135, India,2,3,5,0,2,0,15,
2329,4.823606557377049,0,"Lake access,Kitchen,Free parking on premises,Pets allowed,TV,Air conditioning,Indoor fireplace,Breakfast,Smoking allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: After 12:00 pm,Pets are allowed,󱤇,Smoking is allowed",6276, India,1,2,2,0,1,0,12,
2330,4.823606557377049,1,"Lake view,Waterfront,Kitchen,Wifi,Free parking on premises,Pets allowed,TV with standard cable/satellite,Luggage drop-off allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 12:00 pm - 9:00 pm,Check out: 9:00 am,Self check-in with building staff,Pets are allowed,󱤇,Smoking is allowed,Show more,Show more,",12325, India,3,4,6,0,3,0,12,9.0
2331,4.75,4,"Waterfront,Ski-in/Ski-out,Kitchen,Wifi,Free parking on premises,Hot tub,Pets allowed,TV with standard cable/satellite,Washing machine,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: Flexible,Check out: 12:00 pm,Pets are allowed,󱤇,Smoking is allowed",6276, India,4,7,12,0,4,0,Flexible,12.0
2332,4.884,1,"Dedicated workspace,Pool,Hot tub,Dryer,Air conditioning,Patio or balcony,Garden,Indoor fireplace,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 9:00 am,Pets are allowed,󱤇,Smoking is allowed",1712,India,3,8,6,0,3,0,9,
2333,4.823606557377049,0,"Wifi,Dedicated workspace,Free parking on premises,Pool,Hot tub,Pets allowed,TV,Dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 12:00 pm - 5:00 pm,Pets are allowed,󱤇,Smoking is allowed",5135, India,1,2,2,0,1,0,12,
2334,4.823606557377049,0,"River view,Sea view,Public or shared beach access,Dedicated workspace,Free parking on premises,Pets allowed,Air conditioning,Bath,Private patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: After 3:00 pm,Self check-in with building staff,Pets are allowed,󱤇,Smoking is allowed",35000, India,4,2,12,0,2,0,15,
2335,4.823606557377049,2,"Waterfront,Wifi,Dedicated workspace,Free parking on premises,TV,Patio or balcony,Indoor fireplace,Breakfast,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 12:00 pm - 10:00 pm,Check out: 10:00 am,No pets,No parties or events,󱤇,Smoking is allowed,Show more,Show more,",3424, India,3,3,3,0,3,0,12,10.0
2336,4.823606557377049,1,"Pets allowed,TV,Air conditioning,Breakfast,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 11:00 am,Pets are allowed",11412, India,2,8,8,0,2,0,11,
2337,4.823606557377049,0,"Mountain view,River view,Waterfront,Wifi,Bath,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: Flexible,Check out: 12:00 pm,No pets,󱤇,Smoking is allowed",1826, India,1,1,3,0,1,0,Flexible,12.0
2339,4.823606557377049,2,"Mountain view,Valley view,Waterfront,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Private hot tub,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 1:00 pm - 9:00 pm,Check out: 10:00 am,Self check-in with lockbox,No smoking,No pets,Show more,Show more,",6287, India,4,4,1,0,3,0,13,10.0
2340,4.823606557377049,0,"River view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Bath,Patio or balcony,Garden,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",Self check-in with lockbox,1712, India,3,3,2,0,3,0,,
2341,4.823606557377049,0,"Lake view,River view,Kitchen,Free parking on premises,TV,Air conditioning,Breakfast,Smoking allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 12:00 pm - 2:00 pm,Check out: 9:00 am,No pets,󱤇,Smoking is allowed",25676, India,4,4,8,0,4,0,12,9.0
2342,4.823606557377049,0,"Kitchen,Wifi,Free parking on premises,Pets allowed,TV,Air conditioning,Fire pit,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: 12:00 pm - 9:00 pm,Check out: 9:00 am,Pets are allowed",14835, India,3,3,6,0,3,0,12,9.0
2343,5.0,4,"Garden view,Lake view,Waterfront,Wifi,Dedicated workspace,Private hot tub,TV,Bath,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 3:00 pm - 12:00 am,Check out: 1:00 pm,No pets,󱤇,Smoking is allowed",922, India,4,5,7,0,4,0,15,13.0
2344,4.823606557377049,2,"Kitchen,Free parking on premises,Pets allowed,TV with standard cable/satellite,Dryer,Air conditioning,Breakfast,Smoking allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Pets are allowed,󱤇,Smoking is allowed",9700, India,1,1,2,0,1,0,,
2346,4.823606557377049,0,"Pets allowed,TV,Air conditioning,Breakfast,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 11:00 am - 4:00 pm,Check out: 9:00 am,No smoking,Pets are allowed",11412, India,4,12,8,0,4,0,23,9.0
2347,4.823606557377049,1,"Kitchen,TV with standard cable/satellite,Breakfast,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",Not Available,2282, India,1,1,3,0,1,0,,
2348,4.823606557377049,0,"Kitchen,Wifi,Hot tub,TV,Breakfast,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 2:00 pm,Check out: 12:00 pm,No pets,󱤇,Smoking is allowed",4622, India,1,1,3,0,1,0,14,12.0
2350,4.823606557377049,0,"Kitchen,Wifi,Dedicated workspace,Free parking on premises,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",Not Available,4565, India,1,1,2,0,1,0,,
2351,4.823606557377049,1,"Wifi,TV,Washing machine,Breakfast,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 12:00 pm,No pets,󱤇,Smoking is allowed",11412, India,3,9,9,0,3,0,12,
2352,4.823606557377049,0,"Waterfront,Kitchen,Wifi,Free parking on premises,Private pool,TV with standard cable/satellite,Luggage drop-off allowed,Smoking allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Self check-in with building staff,󱤇,Smoking is allowed",7988, India,2,2,2,0,2,0,,
2353,4.823606557377049,0,"Kitchen,Free parking on premises,TV,Air conditioning,Breakfast,Smoking allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 12:00 pm - 4:00 pm,Check out: 9:00 am,󱤇,Smoking is allowed",55461, India,5,10,10,0,5,0,12,9.0
2354,4.823606557377049,1,"River view,Valley view,Kitchen,Wifi,Free parking on premises,Hot tub,TV with standard cable/satellite,Lift,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 12:00 pm,Check out: 12:00 pm,No pets,Show more,Show more,",2645, India,3,3,6,0,3,0,12,12.0
2355,4.823606557377049,0,"Kitchen,Dedicated workspace,Free parking on premises,Pets allowed,TV,Air conditioning,Breakfast,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 12:00 pm,No smoking,Pets are allowed",21682, India,3,3,6,0,3,0,12,
2356,4.884,0,"Wifi,Breakfast,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","No smoking,No pets,No parties or events",5150,India,1,1,2,0,1,0,,
2357,4.823606557377049,0,"Wifi,Shared hot tub,TV,Breakfast,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: Flexible,Check out: 12:00 pm,No pets,No parties or events,󱤇,Smoking is allowed,Show more,Show more,",3308, India,1,1,2,0,1,0,Flexible,12.0
2358,4.823606557377049,0,"Waterfront,Ski-in/Ski-out,Kitchen,Wifi,Free parking on premises,Private hot tub,Pets allowed,TV with standard cable/satellite,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 1:00 pm,Check out: 11:00 am,No smoking,Pets are allowed",3424, India,3,2,2,0,3,0,13,11.0
2359,5.0,3,"Waterfront,Kitchen,Free parking on premises,Pets allowed,TV,Air conditioning,Breakfast,Smoking allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 12:00 pm,Not suitable for infants (under 2 years),Pets are allowed,󱤇,Smoking is allowed,Show more,Show more,",12268, India,2,4,2,0,2,0,12,
2360,4.823606557377049,0,"Kitchen,Wifi,Hot tub,Pets allowed,TV,Garden,Indoor fireplace,Refrigerator,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 10:00 am,Check out: 1:00 pm,Pets are allowed,󱤇,Smoking is allowed",2054, India,6,2,2,0,1,0,10,13.0
2361,4.823606557377049,0,"Kitchen,Wifi,Free parking on premises,Hot tub,TV with standard cable/satellite,Washing machine,Air conditioning,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󱤇,Smoking is allowed",4565, India,6,12,12,0,1,0,,
2362,4.823606557377049,0,"Kitchen,TV,Air conditioning,Breakfast,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 11:00 am,No smoking,No pets",24821, India,1,1,2,0,1,0,11,
2363,4.823606557377049,0,"Wifi,TV,Washing machine,Dryer,Breakfast,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","No smoking,No pets",4651, India,1,2,3,0,1,0,,
2364,4.884,0,"Wifi,TV with standard cable/satellite,Washing machine,Dryer,Breakfast,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 8:00 am - 2:00 am,Check out: 12:00 pm,No pets,No parties or events,󱤇,Smoking is allowed",4651,India,1,2,3,0,1,0,8,12.0
2365,4.823606557377049,1,"Pets allowed,TV,Air conditioning,Breakfast,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 11:00 am,Pets are allowed",11412, India,1,4,2,0,1,0,11,
2366,4.823606557377049,0,"Wifi,Hot tub,Pets allowed,TV,Indoor fireplace,Breakfast,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 10:00 am,Check out: 1:00 pm,Pets are allowed,󱤇,Smoking is allowed",2282, India,1,1,2,0,1,0,10,13.0
2367,4.823606557377049,0,"Waterfront,Wifi,Dedicated workspace,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: Flexible,Check out: 12:00 pm,No pets,No parties or events,󱤇,Smoking is allowed",2282, India,1,1,3,0,1,0,Flexible,12.0
2368,4.823606557377049,0,"Kitchen,TV,Air conditioning,Breakfast,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 3:00 pm,No smoking,No pets",35861, India,2,2,4,0,2,0,15,
2369,4.823606557377049,0,"Kitchen,TV,Air conditioning,Breakfast,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 3:00 pm,No smoking,No pets",61624, India,3,3,6,0,3,0,15,
2370,4.67,45,"Canal view,Lake view,Waterfront,Kitchen,Fast wifi – 56 Mbps,Dedicated workspace,Free parking on premises,Private hot tub,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 12:00 pm - 9:00 pm,Check out: 11:00 am,Self check-in with building staff,No smoking,No pets,No parties or events,Show more,Show more,",2399, India,2,2,6,0,2,0,12,11.0
2371,4.87,121,"Wifi,Patio or balcony,Refrigerator,Breakfast,Smoking allowed,Paid parking on premises,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 12:00 pm,Check out: 12:00 pm,No pets,No parties or events,󱤇,Smoking is allowed,Show more,Show more,",1712, India,1,1,3,0,1,0,12,12.0
2372,4.823606557377049,0,"River view,Wifi,Dedicated workspace,Free parking on premises,TV,Air conditioning,Hair dryer,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 11:00 am,Check out: 9:00 am,Not suitable for children and infants,No smoking,No pets",14834, India,2,1,2,0,1,0,11,9.0
2373,4.823606557377049,1,"Waterfront,Kitchen,Free on-street parking,TV with standard cable/satellite,Air conditioning,Bath,Patio or balcony,Breakfast,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 11:00 am - 1:00 pm,Check out: 9:00 am,No smoking,No pets,No parties or events,Show more,Show more,",11298, India,1,1,2,0,1,0,23,9.0
2374,4.823606557377049,0,"Kitchen,Wifi,Free parking on premises,Pets allowed,TV,Air conditioning,Long-term stays allowed,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 12:00 pm - 4:00 pm,Check out: 9:00 am,Pets are allowed",6162, India,5,0,2,0,5,0,12,9.0
2375,4.823606557377049,2,"Kitchen,Free parking on premises,Pets allowed,TV,Air conditioning,Breakfast,Smoking allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: After 12:00 pm,Pets are allowed,󱤇,Smoking is allowed,Show more,Show more,",13694, India,1,1,2,0,1,0,12,
2376,4.823606557377049,0,"Kitchen,Wifi,Dedicated workspace,TV,Washing machine,Dryer,Air conditioning,Breakfast,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 1:00 pm,Check out: 10:00 am,󱤇,Smoking is allowed",39941, India,5,5,10,0,5,0,13,10.0
2377,4.823606557377049,0,"Wifi,TV with standard cable/satellite,Washing machine,Dryer,Breakfast,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","No smoking,No pets,Show more,Show more,",6202, India,1,3,4,0,1,0,,
2378,4.823606557377049,1,"Wifi,TV with standard cable/satellite,Washing machine,Bath,Luggage drop-off allowed,Refrigerator,Breakfast,Smoking allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: Flexible,Check out: 12:00 pm,No parties or events,󱤇,Smoking is allowed,Show more,Show more,",2853, India,1,2,3,0,1,0,Flexible,12.0
2379,4.89,35,"Lake view,Valley view,Kitchen,Pets allowed,Private patio or balcony,Private backyard – Not fully fenced,Indoor fireplace,Fire pit,Refrigerator,Long-term stays allowed","Check-in: After 3:00 pm,Not suitable for infants (under 2 years),No smoking,Pets are allowed",7622, Poland,1,3,5,0,2,0,15,
2380,4.78,27,"Lake view,Mountain view,Beach access,Kitchen,Wifi,Free parking on premises,Pets allowed,Private patio or balcony,Hair dryer,Unavailable: Smoke alarmSmoke alarm","Check-in: After 2:00 pm,Check out: 12:00 pm,Not suitable for children (2-12 years),Pets are allowed,󱤇,Smoking is allowed",7268, Serbia,1,1,6,0,1,0,14,12.0
2381,5.0,15,"Lake view,Kitchen,Wifi,Free parking on premises,Pets allowed,Indoor fireplace,Hair dryer,Fire pit,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 2:00 pm,Check out: 11:00 am,Pets are allowed",10721, Serbia,1,4,4,0,1,0,14,11.0
2382,4.8983783783783785,1,"Mountain view,Lake access,Kitchen,Dedicated workspace,Free parking on premises,Pets allowed,Dryer,Private patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 10:00 am - 6:00 pm,Check out: 12:00 am,Not suitable for infants (under 2 years),No smoking,No parties or events,Pets are allowed,Show more,Show more,",8359, Serbia,1,3,4,0,1,0,22,0.0
2383,4.64,39,"Bay view,Lake view,Beach access – Beachfront,Kitchen,Dedicated workspace,Free parking on premises,Shared backyard – Not fully fenced,Luggage drop-off allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 3:00 pm,Check out: 11:00 am,Not suitable for children and infants,No smoking,No pets,No parties or events,Show more,Show more,",2598, Philippines,1,0,2,0,1,0,15,11.0
2384,4.56,61,"Kitchen,Wifi,Dedicated workspace,Free on-street parking,Pets allowed,TV,Washing machine,Dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 2:00 pm - 12:00 am,Check out: 11:00 am,No smoking,No parties or events,Pets are allowed",5493, Serbia,1,2,3,0,0,0,14,11.0
2385,4.842654867256638,2,"Kitchen,Free parking on premises,Pets allowed,TV,Washing machine,Air conditioning,Patio or balcony,Indoor fireplace,Hair dryer,Long-term stays allowed","Check-in: Flexible,Check out: 11:00 am,No smoking,Pets are allowed",42236, Finland,2,2,4,0,2,0,Flexible,11.0
2386,5.0,11,"Kitchen,Free parking on premises,Refrigerator,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 3:00 pm,Check out: 11:00 am,No smoking,No pets",4865, Poland,1,2,6,0,2,0,15,11.0
